ÈÕÆÚ,Ê±¼ä,ºÏÔ¼´úÂë,Âò/Âô,¿ª/Æ½,³É½»Á¿,³É½»¼Û,ÊÖÐø·Ñ
2020-01-13,15:00:00,512800.SS,Âò,-,14200.000,1.143,12.984
2020-01-14,15:00:00,512800.SS,Âô,-,14200.000,1.139,12.939
2020-01-14,15:00:00,510500.SS,Âò,-,2300.000,6.005,11.049
2020-01-15,15:00:00,510500.SS,Âô,-,2300.000,5.987,11.016
2020-01-15,15:00:00,159915.SZ,Âò,-,600.000,1.847,5.000
2020-01-15,15:00:00,512010.SS,Âò,-,900.000,1.932,5.000
2020-01-15,15:00:00,512100.SS,Âò,-,3100.000,0.757,5.000
2020-01-15,15:00:00,512980.SS,Âò,-,9600.000,0.922,7.081
2020-01-16,15:00:00,512980.SS,Âô,-,9600.000,0.912,7.004
2020-01-16,15:00:00,159915.SZ,Âô,-,800.000,1.856,5.000
2020-01-16,15:00:00,512010.SS,Âô,-,800.000,1.932,5.000
2020-01-16,15:00:00,512100.SS,Âô,-,2700.000,0.758,5.000
2020-01-16,15:00:00,510500.SS,Âò,-,2400.000,5.995,11.510
2020-01-21,15:00:00,512010.SS,Âô,-,900.000,2.002,5.000
2020-01-23,15:00:00,512100.SS,Âò,-,1900.000,0.735,5.000
2020-02-04,15:00:00,510300.SS,Âô,-,4500.000,3.770,13.572
2020-02-04,15:00:00,512100.SS,Âô,-,19700.000,0.671,10.575
2020-02-04,15:00:00,510500.SS,Âô,-,2400.000,5.429,10.424
2020-02-04,15:00:00,512010.SS,Âô,-,1100.000,1.888,5.000
2020-02-04,15:00:00,511880.SS,Âò,-,200.000,100.362,16.058
2020-02-04,15:00:00,512980.SS,Âò,-,14200.000,0.832,9.452
2020-02-04,15:00:00,518880.SS,Âò,-,3300.000,3.492,9.219
2020-02-05,15:00:00,159915.SZ,Âô,-,1100.000,1.871,5.000
2020-02-05,15:00:00,512010.SS,Âô,-,900.000,1.954,5.000
2020-02-05,15:00:00,512980.SS,Âô,-,5200.000,0.849,5.000
2020-02-05,15:00:00,512400.SS,Âò,-,10900.000,0.682,5.947
2020-02-06,15:00:00,512400.SS,Âô,-,10900.000,0.691,6.026
2020-02-06,15:00:00,159915.SZ,Âô,-,800.000,1.930,5.000
2020-02-06,15:00:00,512010.SS,Âô,-,700.000,2.013,5.000
2020-02-06,15:00:00,512980.SS,Âô,-,1500.000,0.909,5.000
2020-02-06,15:00:00,510500.SS,Âò,-,1900.000,5.711,8.681
2020-02-07,15:00:00,510500.SS,Âô,-,1900.000,5.766,8.764
2020-02-07,15:00:00,510300.SS,Âò,-,3100.000,3.888,9.642
2020-02-11,15:00:00,518880.SS,Âô,-,3300.000,3.472,9.166
2020-02-11,15:00:00,510500.SS,Âò,-,1900.000,5.796,8.810
2020-02-19,15:00:00,510300.SS,Âô,-,3100.000,4.040,10.019
2020-02-19,15:00:00,512100.SS,Âò,-,13500.000,0.786,8.489
2020-02-19,15:00:00,512980.SS,Âò,-,1200.000,0.929,5.000
2020-02-20,15:00:00,512980.SS,Âô,-,8700.000,0.947,6.591
2020-02-20,15:00:00,159915.SZ,Âô,-,700.000,2.105,5.000
2020-02-20,15:00:00,518880.SS,Âò,-,3400.000,3.574,9.721
2020-02-21,15:00:00,512100.SS,Âô,-,1500.000,0.816,5.000
2020-02-25,15:00:00,510500.SS,Âô,-,200.000,6.379,5.000
2020-03-02,15:00:00,512100.SS,Âô,-,12000.000,0.800,7.680
2020-03-02,15:00:00,512010.SS,Âò,-,500.000,1.949,5.000
2020-03-02,15:00:00,512980.SS,Âò,-,7900.000,0.917,5.795
2020-03-03,15:00:00,518880.SS,Âô,-,3400.000,3.536,9.618
2020-03-03,15:00:00,510500.SS,Âò,-,200.000,6.164,5.000
2020-03-03,15:00:00,512010.SS,Âò,-,700.000,2.000,5.000
2020-03-03,15:00:00,512100.SS,Âò,-,11900.000,0.806,7.673
2020-03-04,15:00:00,512980.SS,Âô,-,7900.000,0.918,5.802
2020-03-04,15:00:00,510500.SS,Âô,-,200.000,6.184,5.000
2020-03-04,15:00:00,510300.SS,Âò,-,3000.000,4.102,9.845
2020-03-05,15:00:00,510300.SS,Âô,-,3000.000,4.200,10.080
2020-03-05,15:00:00,518880.SS,Âò,-,3400.000,3.611,9.822
2020-03-06,15:00:00,512100.SS,Âô,-,1400.000,0.819,5.000
2020-03-18,15:00:00,518880.SS,Âô,-,3400.000,3.326,9.047
2020-03-18,15:00:00,510500.SS,Âò,-,200.000,5.558,5.000
2020-03-18,15:00:00,512100.SS,Âò,-,1900.000,0.723,5.000
2020-03-18,15:00:00,512980.SS,Âò,-,9800.000,0.813,6.374
2020-03-19,15:00:00,512980.SS,Âô,-,9800.000,0.824,6.460
2020-03-19,15:00:00,518880.SS,Âò,-,3500.000,3.312,9.274
2020-03-20,15:00:00,518880.SS,Âô,-,3500.000,3.346,9.369
2020-03-20,15:00:00,512010.SS,Âô,-,5900.000,1.839,8.680
2020-03-20,15:00:00,159915.SZ,Âò,-,600.000,1.847,5.000
2020-03-20,15:00:00,512660.SS,Âò,-,10700.000,0.792,6.780
2020-03-20,15:00:00,512980.SS,Âò,-,10600.000,0.839,7.115
2020-03-23,15:00:00,512660.SS,Âô,-,10700.000,0.752,6.437
2020-03-23,15:00:00,512980.SS,Âô,-,10600.000,0.808,6.852
2020-03-23,15:00:00,512010.SS,Âò,-,5400.000,1.805,7.798
2020-03-23,15:00:00,518880.SS,Âò,-,3400.000,3.337,9.077
2020-03-24,15:00:00,510500.SS,Âô,-,1900.000,5.500,8.360
2020-03-24,15:00:00,512980.SS,Âò,-,10100.000,0.814,6.577
2020-03-26,15:00:00,512980.SS,Âô,-,10100.000,0.835,6.747
2020-03-26,15:00:00,510500.SS,Âò,-,1700.000,5.579,7.587
2020-03-27,15:00:00,510500.SS,Âô,-,1700.000,5.555,7.555
2020-03-27,15:00:00,512980.SS,Âò,-,10300.000,0.818,6.740
2020-03-30,15:00:00,512980.SS,Âô,-,10300.000,0.789,6.501
2020-03-30,15:00:00,510500.SS,Âò,-,1700.000,5.448,7.409
2020-03-31,15:00:00,510500.SS,Âô,-,1700.000,5.448,7.409
2020-03-31,15:00:00,159928.SZ,Âò,-,3000.000,3.080,7.392
2020-04-08,15:00:00,512010.SS,Âô,-,500.000,2.022,5.000
2020-04-17,15:00:00,159928.SZ,Âô,-,3000.000,3.184,7.642
2020-04-17,15:00:00,512660.SS,Âò,-,11100.000,0.797,7.077
2020-04-22,15:00:00,512010.SS,Âô,-,700.000,2.112,5.000
2020-04-23,15:00:00,512660.SS,Âô,-,11100.000,0.821,7.290
2020-04-23,15:00:00,159928.SZ,Âò,-,2900.000,3.277,7.603
2020-04-24,15:00:00,159928.SZ,Âô,-,2800.000,3.283,7.354
2020-04-24,15:00:00,512660.SS,Âò,-,11300.000,0.805,7.277
2020-04-27,15:00:00,159928.SZ,Âô,-,100.000,3.302,5.000
2020-04-28,15:00:00,512660.SS,Âô,-,11300.000,0.781,7.060
2020-04-28,15:00:00,159928.SZ,Âò,-,2800.000,3.363,7.533
2020-04-30,15:00:00,512100.SS,Âô,-,12400.000,0.745,7.390
2020-04-30,15:00:00,512660.SS,Âò,-,10500.000,0.815,6.846
2020-05-06,15:00:00,159928.SZ,Âô,-,2800.000,3.303,7.399
2020-05-06,15:00:00,512100.SS,Âò,-,12900.000,0.759,7.833
2020-05-21,15:00:00,512100.SS,Âô,-,12900.000,0.760,7.843
2020-05-21,15:00:00,159928.SZ,Âò,-,2700.000,3.376,7.292
2020-05-22,15:00:00,512660.SS,Âô,-,10500.000,0.810,6.804
2020-05-22,15:00:00,512100.SS,Âò,-,13300.000,0.746,7.937
2020-05-25,15:00:00,512100.SS,Âô,-,13200.000,0.746,7.878
2020-05-25,15:00:00,512660.SS,Âò,-,10800.000,0.800,6.912
2020-05-26,15:00:00,512100.SS,Âô,-,100.000,0.763,5.000
2020-05-27,15:00:00,512660.SS,Âô,-,10800.000,0.805,6.955
2020-05-27,15:00:00,512100.SS,Âò,-,13100.000,0.758,7.944
2020-06-05,15:00:00,512010.SS,Âô,-,500.000,2.231,5.000
2020-06-11,15:00:00,512100.SS,Âô,-,13000.000,0.794,8.258
2020-06-11,15:00:00,159915.SZ,Âô,-,600.000,2.119,5.000
2020-06-11,15:00:00,510500.SS,Âò,-,1900.000,6.090,9.257
2020-06-12,15:00:00,512100.SS,Âô,-,100.000,0.795,5.000
2020-06-15,15:00:00,510500.SS,Âô,-,1800.000,6.084,8.761
2020-06-15,15:00:00,512100.SS,Âò,-,13900.000,0.795,8.840
2020-06-16,15:00:00,510500.SS,Âô,-,100.000,6.194,5.000
2020-06-22,15:00:00,512100.SS,Âô,-,13900.000,0.823,9.152
2020-06-22,15:00:00,510500.SS,Âò,-,1900.000,6.302,9.579
2020-06-23,15:00:00,512010.SS,Âô,-,500.000,2.523,5.000
2020-06-24,15:00:00,510500.SS,Âô,-,1900.000,6.331,9.623
2020-06-24,15:00:00,159928.SZ,Âò,-,500.000,3.659,5.000
2020-06-24,15:00:00,512010.SS,Âò,-,500.000,2.512,5.000
2020-06-24,15:00:00,512480.SS,Âò,-,3300.000,2.066,5.454
2020-07-06,15:00:00,512480.SS,Âô,-,3300.000,2.358,6.225
2020-07-06,15:00:00,159915.SZ,Âô,-,500.000,2.450,5.000
2020-07-06,15:00:00,159928.SZ,Âô,-,600.000,4.046,5.000
2020-07-06,15:00:00,512010.SS,Âô,-,700.000,2.536,5.000
2020-07-06,15:00:00,510500.SS,Âò,-,1800.000,6.941,9.995
2020-07-06,15:00:00,511880.SS,Âò,-,100.000,101.078,8.086
2020-07-14,15:00:00,510500.SS,Âô,-,1800.000,7.463,10.747
2020-07-14,15:00:00,512100.SS,Âò,-,12300.000,0.984,9.683
2020-07-15,15:00:00,512100.SS,Âô,-,12300.000,0.951,9.358
2020-07-15,15:00:00,159915.SZ,Âò,-,400.000,2.722,5.000
2020-07-15,15:00:00,512010.SS,Âò,-,500.000,2.894,5.000
2020-07-15,15:00:00,512480.SS,Âò,-,2800.000,2.482,5.560
2020-07-16,15:00:00,512480.SS,Âô,-,2800.000,2.269,5.083
2020-07-16,15:00:00,510500.SS,Âò,-,1600.000,6.942,8.886
2020-07-20,15:00:00,159915.SZ,Âô,-,500.000,2.611,5.000
2020-07-22,15:00:00,159928.SZ,Âô,-,300.000,4.350,5.000
2020-07-24,15:00:00,510500.SS,Âô,-,1600.000,6.909,8.844
2020-07-24,15:00:00,512100.SS,Âò,-,12000.000,0.910,8.736
2020-07-27,15:00:00,512100.SS,Âô,-,12000.000,0.911,8.746
2020-07-27,15:00:00,510500.SS,Âò,-,1600.000,6.905,8.838
2020-07-28,15:00:00,510500.SS,Âô,-,1600.000,6.976,8.929
2020-07-28,15:00:00,512100.SS,Âò,-,11900.000,0.921,8.768
2020-07-29,15:00:00,512100.SS,Âô,-,11900.000,0.950,9.044
2020-07-29,15:00:00,510500.SS,Âò,-,1600.000,7.174,9.183
2020-08-05,15:00:00,512010.SS,Âô,-,400.000,3.101,5.000
2020-08-07,15:00:00,510500.SS,Âô,-,1600.000,7.350,9.408
2020-08-07,15:00:00,512100.SS,Âò,-,11900.000,0.988,9.406
2020-08-12,15:00:00,512100.SS,Âô,-,11900.000,0.954,9.082
2020-08-12,15:00:00,510500.SS,Âò,-,1700.000,7.160,9.738
2020-08-13,15:00:00,510500.SS,Âô,-,1700.000,7.193,9.782
2020-08-13,15:00:00,512100.SS,Âò,-,12500.000,0.958,9.580
2020-08-17,15:00:00,512100.SS,Âô,-,12500.000,0.993,9.930
2020-08-17,15:00:00,512010.SS,Âô,-,400.000,2.848,5.000
2020-08-17,15:00:00,510500.SS,Âò,-,1700.000,7.399,10.063
2020-08-18,15:00:00,518880.SS,Âô,-,3400.000,4.225,11.492
2020-08-18,15:00:00,159928.SZ,Âò,-,300.000,4.556,5.000
2020-08-18,15:00:00,512100.SS,Âò,-,12200.000,1.003,9.789
2020-08-20,15:00:00,159915.SZ,Âô,-,3500.000,2.503,7.008
2020-08-20,15:00:00,518880.SS,Âò,-,3300.000,4.088,10.792
2020-08-21,15:00:00,518880.SS,Âô,-,3300.000,4.091,10.800
2020-08-21,15:00:00,159915.SZ,Âò,-,3300.000,2.546,6.721
2020-08-21,15:00:00,510500.SS,Âò,-,100.000,7.297,5.000
2020-09-03,15:00:00,512010.SS,Âò,-,300.000,2.901,5.000
2020-09-09,15:00:00,159928.SZ,Âô,-,300.000,4.399,5.000
2020-09-09,15:00:00,512010.SS,Âò,-,400.000,2.652,5.000
2020-09-09,15:00:00,512100.SS,Âò,-,1200.000,0.948,5.000
2020-09-10,15:00:00,510500.SS,Âô,-,1800.000,6.877,9.903
2020-09-10,15:00:00,510300.SS,Âò,-,2800.000,4.649,10.414
2020-09-11,15:00:00,512100.SS,Âô,-,13400.000,0.931,9.980
2020-09-11,15:00:00,510500.SS,Âò,-,1800.000,6.935,9.986
2020-09-15,15:00:00,510500.SS,Âô,-,1800.000,7.016,10.103
2020-09-15,15:00:00,512100.SS,Âò,-,13100.000,0.950,9.956
2020-09-17,15:00:00,512100.SS,Âô,-,13100.000,0.947,9.925
2020-09-17,15:00:00,510500.SS,Âò,-,1800.000,7.009,10.093
2020-09-18,15:00:00,510500.SS,Âô,-,1800.000,7.136,10.276
2020-09-18,15:00:00,512100.SS,Âò,-,13000.000,0.963,10.015
2020-09-21,15:00:00,512010.SS,Âô,-,3400.000,2.621,7.129
2020-09-21,15:00:00,159928.SZ,Âô,-,300.000,4.379,5.000
2020-09-21,15:00:00,512100.SS,Âô,-,1400.000,0.963,5.000
2020-09-21,15:00:00,510500.SS,Âò,-,1700.000,7.085,9.636
2020-09-22,15:00:00,510300.SS,Âô,-,2800.000,4.699,10.526
2020-09-22,15:00:00,159915.SZ,Âò,-,400.000,2.469,5.000
2020-09-22,15:00:00,510500.SS,Âò,-,100.000,6.997,5.000
2020-09-22,15:00:00,512010.SS,Âò,-,3300.000,2.621,6.919
2020-09-22,15:00:00,512100.SS,Âò,-,1700.000,0.944,5.000
2020-09-28,15:00:00,510500.SS,Âô,-,1800.000,6.810,9.806
2020-09-28,15:00:00,510300.SS,Âò,-,2800.000,4.649,10.414
2020-09-29,15:00:00,159928.SZ,Âò,-,200.000,4.353,5.000
2020-10-12,15:00:00,512100.SS,Âô,-,1700.000,0.977,5.000
2020-10-29,15:00:00,512010.SS,Âô,-,3300.000,2.835,7.484
2020-10-29,15:00:00,510500.SS,Âò,-,1700.000,6.896,9.379
2020-10-30,15:00:00,510500.SS,Âô,-,1700.000,6.740,9.166
2020-10-30,15:00:00,512010.SS,Âò,-,3200.000,2.790,7.142
2020-11-12,15:00:00,512010.SS,Âô,-,3200.000,2.725,6.976
2020-11-12,15:00:00,510500.SS,Âò,-,1700.000,6.957,9.462
2020-11-16,15:00:00,510500.SS,Âô,-,1700.000,7.039,9.573
2020-11-16,15:00:00,512010.SS,Âò,-,3200.000,2.725,6.976
2020-11-17,15:00:00,512010.SS,Âô,-,3200.000,2.658,6.804
2020-11-17,15:00:00,512400.SS,Âò,-,10800.000,0.908,7.845
2020-11-19,15:00:00,512100.SS,Âò,-,1100.000,0.944,5.000
2020-11-20,15:00:00,512100.SS,Âô,-,12700.000,0.951,9.662
2020-11-20,15:00:00,512400.SS,Âô,-,1500.000,0.934,5.000
2020-11-20,15:00:00,510500.SS,Âò,-,1900.000,7.084,10.768
2020-11-23,15:00:00,510500.SS,Âô,-,1900.000,7.137,10.848
2020-11-23,15:00:00,510880.SS,Âò,-,4500.000,2.980,10.728
2020-11-26,15:00:00,512400.SS,Âô,-,1500.000,0.949,5.000
2020-12-01,15:00:00,159915.SZ,Âô,-,3700.000,2.602,7.702
2020-12-01,15:00:00,159928.SZ,Âò,-,200.000,4.634,5.000
2020-12-01,15:00:00,512660.SS,Âò,-,7400.000,1.150,6.808
2020-12-02,15:00:00,512660.SS,Âô,-,7400.000,1.150,6.808
2020-12-02,15:00:00,159915.SZ,Âò,-,3700.000,2.593,7.675
2020-12-03,15:00:00,159915.SZ,Âô,-,3700.000,2.619,7.752
2020-12-03,15:00:00,512660.SS,Âò,-,7700.000,1.131,6.967
2020-12-04,15:00:00,512400.SS,Âô,-,7800.000,0.953,5.947
2020-12-04,15:00:00,159915.SZ,Âò,-,3500.000,2.637,7.384
2020-12-07,15:00:00,510880.SS,Âô,-,4500.000,2.857,10.285
2020-12-07,15:00:00,159915.SZ,Âô,-,3500.000,2.628,7.358
2020-12-07,15:00:00,510500.SS,Âò,-,1900.000,7.093,10.781
2020-12-07,15:00:00,512400.SS,Âò,-,7300.000,0.944,5.513
2020-12-09,15:00:00,510500.SS,Âô,-,1900.000,6.974,10.600
2020-12-09,15:00:00,159915.SZ,Âò,-,4700.000,2.598,9.768
2020-12-10,15:00:00,159928.SZ,Âò,-,200.000,4.818,5.000
2021-01-04,15:00:00,512660.SS,Âô,-,1300.000,1.383,5.000
2021-01-06,15:00:00,159928.SZ,Âô,-,200.000,5.743,5.000
2021-01-27,15:00:00,512660.SS,Âô,-,6400.000,1.245,6.374
2021-01-27,15:00:00,159915.SZ,Âô,-,1100.000,3.166,5.000
2021-01-27,15:00:00,159928.SZ,Âô,-,400.000,5.409,5.000
2021-01-27,15:00:00,512800.SS,Âò,-,11900.000,1.218,11.595
2021-02-05,15:00:00,512800.SS,Âô,-,1200.000,1.286,5.000
2021-02-05,15:00:00,159928.SZ,Âò,-,100.000,5.571,5.000
2021-02-08,15:00:00,512400.SS,Âô,-,7300.000,1.054,6.155
2021-02-08,15:00:00,512010.SS,Âò,-,3000.000,3.406,8.174
2021-02-09,15:00:00,159915.SZ,Âô,-,400.000,3.222,5.000
2021-02-09,15:00:00,512800.SS,Âô,-,1300.000,1.293,5.000
2021-02-18,15:00:00,512800.SS,Âô,-,9400.000,1.305,9.814
2021-02-18,15:00:00,159915.SZ,Âò,-,400.000,3.202,5.000
2021-02-18,15:00:00,159928.SZ,Âò,-,100.000,5.845,5.000
2021-02-18,15:00:00,512010.SS,Âò,-,400.000,3.397,5.000
2021-02-18,15:00:00,512400.SS,Âò,-,6300.000,1.225,6.174
2021-02-19,15:00:00,512010.SS,Âô,-,3400.000,3.395,9.234
2021-02-19,15:00:00,512800.SS,Âò,-,9900.000,1.295,10.256
2021-02-22,15:00:00,512800.SS,Âô,-,9900.000,1.274,10.090
2021-02-22,15:00:00,512010.SS,Âò,-,3400.000,3.217,8.750
2021-02-23,15:00:00,512010.SS,Âô,-,3400.000,3.212,8.737
2021-02-23,15:00:00,512800.SS,Âò,-,10800.000,1.285,11.102
2021-03-04,15:00:00,159915.SZ,Âò,-,400.000,2.751,5.000
2021-03-10,15:00:00,159915.SZ,Âô,-,4000.000,2.586,8.275
2021-03-10,15:00:00,159928.SZ,Âô,-,300.000,4.681,5.000
2021-03-10,15:00:00,510880.SS,Âò,-,5100.000,2.653,10.824
2021-03-12,15:00:00,510880.SS,Âô,-,5100.000,2.727,11.126
2021-03-12,15:00:00,515220.SS,Âò,-,7700.000,1.390,8.562
2021-03-23,15:00:00,512400.SS,Âò,-,1200.000,1.025,5.000
2021-03-24,15:00:00,159928.SZ,Âò,-,200.000,4.719,5.000
2021-03-30,15:00:00,512400.SS,Âô,-,7500.000,1.038,6.228
2021-03-30,15:00:00,159928.SZ,Âô,-,200.000,4.899,5.000
2021-03-30,15:00:00,512800.SS,Âô,-,1300.000,1.257,5.000
2021-03-30,15:00:00,515220.SS,Âô,-,1900.000,1.362,5.000
2021-03-30,15:00:00,510880.SS,Âò,-,5000.000,2.750,11.000
2021-03-31,15:00:00,515220.SS,Âô,-,5800.000,1.357,6.296
2021-03-31,15:00:00,512400.SS,Âò,-,6700.000,1.010,5.414
2021-04-01,15:00:00,512400.SS,Âô,-,6700.000,1.020,5.467
2021-04-01,15:00:00,515220.SS,Âò,-,5700.000,1.362,6.211
2021-04-02,15:00:00,515220.SS,Âô,-,5700.000,1.347,6.142
2021-04-02,15:00:00,512400.SS,Âò,-,6300.000,1.030,5.191
2021-04-07,15:00:00,510880.SS,Âô,-,5000.000,2.765,11.060
2021-04-07,15:00:00,159928.SZ,Âò,-,300.000,4.912,5.000
2021-04-07,15:00:00,512400.SS,Âò,-,1300.000,1.047,5.000
2021-04-07,15:00:00,512800.SS,Âò,-,1600.000,1.242,5.000
2021-04-07,15:00:00,515220.SS,Âò,-,6200.000,1.384,6.865
2021-04-08,15:00:00,515220.SS,Âô,-,6200.000,1.385,6.870
2021-04-08,15:00:00,159928.SZ,Âô,-,400.000,4.967,5.000
2021-04-08,15:00:00,512800.SS,Âô,-,1200.000,1.238,5.000
2021-04-08,15:00:00,510880.SS,Âò,-,5000.000,2.766,11.064
2021-04-09,15:00:00,510880.SS,Âô,-,5000.000,2.770,11.080
2021-04-09,15:00:00,159928.SZ,Âò,-,300.000,4.877,5.000
2021-04-09,15:00:00,512800.SS,Âò,-,1300.000,1.230,5.000
2021-04-09,15:00:00,515220.SS,Âò,-,6100.000,1.413,6.895
2021-04-13,15:00:00,512400.SS,Âô,-,7600.000,1.007,6.123
2021-04-13,15:00:00,159928.SZ,Âô,-,300.000,4.865,5.000
2021-04-13,15:00:00,510880.SS,Âò,-,4900.000,2.745,10.760
2021-04-14,15:00:00,515220.SS,Âô,-,1100.000,1.381,5.000
2021-04-15,15:00:00,512800.SS,Âô,-,11200.000,1.197,10.725
2021-04-15,15:00:00,159928.SZ,Âò,-,300.000,4.846,5.000
2021-04-15,15:00:00,512400.SS,Âò,-,7800.000,1.045,6.521
2021-04-15,15:00:00,515220.SS,Âò,-,1200.000,1.395,5.000
2021-04-16,15:00:00,510880.SS,Âô,-,4900.000,2.790,10.937
2021-04-16,15:00:00,512800.SS,Âò,-,11400.000,1.201,10.953
2021-04-19,15:00:00,512800.SS,Âô,-,11400.000,1.219,11.117
2021-04-19,15:00:00,510880.SS,Âò,-,4900.000,2.802,10.984
2021-04-22,15:00:00,510880.SS,Âô,-,4900.000,2.793,10.949
2021-04-22,15:00:00,512800.SS,Âò,-,11200.000,1.233,11.048
2021-04-23,15:00:00,512800.SS,Âô,-,11200.000,1.236,11.075
2021-04-23,15:00:00,510880.SS,Âò,-,4900.000,2.788,10.929
2021-04-26,15:00:00,510880.SS,Âô,-,4900.000,2.780,10.898
2021-04-26,15:00:00,159915.SZ,Âò,-,3900.000,2.863,8.933
2021-04-27,15:00:00,512400.SS,Âò,-,1100.000,1.088,5.000
2021-04-30,15:00:00,159915.SZ,Âô,-,3900.000,2.989,9.326
2021-04-30,15:00:00,510880.SS,Âò,-,5000.000,2.757,11.028
2021-05-06,15:00:00,510880.SS,Âô,-,5000.000,2.798,11.192
2021-05-06,15:00:00,159915.SZ,Âò,-,3900.000,2.904,9.060
2021-05-06,15:00:00,159928.SZ,Âò,-,200.000,5.010,5.000
2021-05-07,15:00:00,159928.SZ,Âô,-,2300.000,4.938,9.086
2021-05-07,15:00:00,515220.SS,Âô,-,800.000,1.612,5.000
2021-05-07,15:00:00,510880.SS,Âò,-,4900.000,2.829,11.090
2021-05-10,15:00:00,159915.SZ,Âô,-,3900.000,2.827,8.820
2021-05-10,15:00:00,510300.SS,Âô,-,2800.000,4.999,11.198
2021-05-10,15:00:00,512400.SS,Âô,-,2400.000,1.217,5.000
2021-05-10,15:00:00,515220.SS,Âô,-,1200.000,1.710,5.000
2021-05-10,15:00:00,510500.SS,Âò,-,1900.000,7.179,10.912
2021-05-10,15:00:00,512800.SS,Âò,-,10800.000,1.245,10.757
2021-05-13,15:00:00,512800.SS,Âô,-,10800.000,1.246,10.765
2021-05-13,15:00:00,159915.SZ,Âò,-,3700.000,2.845,8.421
2021-05-13,15:00:00,512400.SS,Âò,-,1700.000,1.107,5.000
2021-05-13,15:00:00,515220.SS,Âò,-,1000.000,1.577,5.000
2021-05-17,15:00:00,510880.SS,Âô,-,4900.000,2.812,11.023
2021-05-17,15:00:00,159915.SZ,Âò,-,600.000,3.007,5.000
2021-05-17,15:00:00,512010.SS,Âò,-,3400.000,3.311,9.006
2021-05-18,15:00:00,159915.SZ,Âô,-,4300.000,2.988,10.279
2021-05-18,15:00:00,512800.SS,Âò,-,11200.000,1.264,11.325
2021-05-20,15:00:00,512800.SS,Âô,-,11200.000,1.258,11.272
2021-05-20,15:00:00,159915.SZ,Âò,-,4200.000,3.043,10.224
2021-05-26,15:00:00,510500.SS,Âô,-,1900.000,7.369,11.201
2021-05-26,15:00:00,512800.SS,Âò,-,10900.000,1.298,11.319
2021-05-28,15:00:00,512800.SS,Âô,-,10900.000,1.294,11.284
2021-05-28,15:00:00,512010.SS,Âô,-,3400.000,3.248,8.835
2021-05-28,15:00:00,512400.SS,Âô,-,8200.000,1.168,7.662
2021-05-28,15:00:00,159915.SZ,Âô,-,800.000,3.121,5.000
2021-05-28,15:00:00,515220.SS,Âô,-,1300.000,1.530,5.000
2021-05-28,15:00:00,159928.SZ,Âò,-,2200.000,5.332,9.384
2021-05-28,15:00:00,510300.SS,Âò,-,2600.000,5.332,11.091
2021-05-28,15:00:00,510500.SS,Âò,-,1900.000,7.427,11.289
2021-05-31,15:00:00,159928.SZ,Âô,-,2200.000,5.353,9.421
2021-05-31,15:00:00,510300.SS,Âô,-,2600.000,5.338,11.103
2021-05-31,15:00:00,159915.SZ,Âò,-,400.000,3.195,5.000
2021-05-31,15:00:00,512400.SS,Âò,-,7600.000,1.198,7.284
2021-05-31,15:00:00,512800.SS,Âò,-,11000.000,1.285,11.308
2021-06-01,15:00:00,512800.SS,Âô,-,11000.000,1.274,11.211
2021-06-01,15:00:00,159928.SZ,Âò,-,2600.000,5.380,11.190
2021-06-02,15:00:00,159928.SZ,Âô,-,2600.000,5.319,11.064
2021-06-02,15:00:00,159915.SZ,Âò,-,400.000,3.133,5.000
