ÈÕÆÚ,Ê±¼ä,ºÏÔ¼´úÂë,Âò/Âô,¿ª/Æ½,³É½»Á¿,³É½»¼Û,ÊÖÐø·Ñ
2024-11-20,15:00:00,588000.SS,Âô,-,300.000,1.055,5.000
2024-11-20,15:00:00,159819.SZ,Âò,-,400.000,0.913,5.000
2024-11-21,15:00:00,512800.SS,Âô,-,4300.000,1.396,5.000
2024-11-21,15:00:00,159819.SZ,Âò,-,4500.000,0.919,5.000
2024-11-21,15:00:00,518880.SS,Âò,-,300.000,5.933,5.000
2024-11-21,15:00:00,588000.SS,Âò,-,100.000,1.064,5.000
2024-12-04,15:00:00,511880.SS,Âô,-,200.000,101.525,16.244
2024-12-04,15:00:00,159819.SZ,Âò,-,2900.000,0.897,5.000
2024-12-04,15:00:00,512480.SS,Âò,-,2600.000,1.003,5.000
2024-12-04,15:00:00,512880.SS,Âò,-,2200.000,1.214,5.000
2024-12-04,15:00:00,518880.SS,Âò,-,800.000,5.929,5.000
2024-12-04,15:00:00,588000.SS,Âò,-,7200.000,1.050,6.048
2024-12-05,15:00:00,511880.SS,Âô,-,100.000,101.523,8.122
2024-12-05,15:00:00,159819.SZ,Âò,-,1700.000,0.910,5.000
2024-12-05,15:00:00,512480.SS,Âò,-,1700.000,1.002,5.000
2024-12-05,15:00:00,512880.SS,Âò,-,1600.000,1.228,5.000
2024-12-05,15:00:00,518880.SS,Âò,-,400.000,5.927,5.000
2024-12-05,15:00:00,588000.SS,Âò,-,2100.000,1.053,5.000
2024-12-09,15:00:00,588000.SS,Âô,-,9400.000,1.054,7.926
2024-12-09,15:00:00,512880.SS,Âò,-,1200.000,1.232,5.000
2024-12-09,15:00:00,512980.SS,Âò,-,9500.000,0.876,6.658
2024-12-10,15:00:00,159819.SZ,Âô,-,9500.000,0.918,6.977
2024-12-10,15:00:00,512880.SS,Âô,-,1200.000,1.244,5.000
2024-12-10,15:00:00,512800.SS,Âò,-,7400.000,1.443,8.543
2024-12-12,15:00:00,512800.SS,Âô,-,7400.000,1.447,8.566
2024-12-12,15:00:00,563300.SS,Âò,-,9200.000,1.152,8.479
2024-12-16,15:00:00,512480.SS,Âô,-,1500.000,0.980,5.000
2024-12-16,15:00:00,512880.SS,Âô,-,1100.000,1.201,5.000
2024-12-16,15:00:00,512980.SS,Âô,-,2100.000,0.858,5.000
2024-12-16,15:00:00,518880.SS,Âô,-,300.000,5.947,5.000
2024-12-16,15:00:00,563300.SS,Âô,-,1700.000,1.122,5.000
2024-12-17,15:00:00,512980.SS,Âô,-,7400.000,0.830,5.000
2024-12-17,15:00:00,512880.SS,Âô,-,1000.000,1.203,5.000
2024-12-17,15:00:00,512800.SS,Âò,-,6700.000,1.428,7.654
2024-12-18,15:00:00,563300.SS,Âô,-,7500.000,1.085,6.510
2024-12-18,15:00:00,512480.SS,Âô,-,3200.000,0.999,5.000
2024-12-18,15:00:00,512800.SS,Âô,-,2500.000,1.446,5.000
2024-12-18,15:00:00,512880.SS,Âô,-,1800.000,1.202,5.000
2024-12-18,15:00:00,518880.SS,Âô,-,600.000,5.932,5.000
2024-12-18,15:00:00,159819.SZ,Âò,-,4400.000,0.919,5.000
2024-12-18,15:00:00,511880.SS,Âò,-,200.000,101.565,16.250
2024-12-19,15:00:00,511880.SS,Âô,-,100.000,101.566,8.125
2024-12-19,15:00:00,159819.SZ,Âò,-,2400.000,0.949,5.000
2024-12-19,15:00:00,512480.SS,Âò,-,2100.000,1.018,5.000
2024-12-19,15:00:00,512800.SS,Âò,-,2500.000,1.431,5.000
2024-12-19,15:00:00,512880.SS,Âò,-,2000.000,1.198,5.000
2024-12-19,15:00:00,518880.SS,Âò,-,300.000,5.885,5.000
2024-12-20,15:00:00,512800.SS,Âô,-,6700.000,1.428,7.654
2024-12-20,15:00:00,518880.SS,Âò,-,200.000,5.892,5.000
2024-12-20,15:00:00,588000.SS,Âò,-,7100.000,1.065,6.049
2024-12-23,15:00:00,588000.SS,Âô,-,7100.000,1.052,5.975
2024-12-23,15:00:00,512880.SS,Âò,-,900.000,1.188,5.000
2024-12-23,15:00:00,563300.SS,Âò,-,7100.000,1.047,5.947
2024-12-24,15:00:00,563300.SS,Âô,-,7100.000,1.060,6.021
2024-12-24,15:00:00,512880.SS,Âô,-,6300.000,1.209,6.093
2024-12-24,15:00:00,512480.SS,Âô,-,6100.000,1.050,5.124
2024-12-24,15:00:00,518880.SS,Âô,-,1600.000,5.921,7.579
2024-12-24,15:00:00,159819.SZ,Âô,-,6800.000,0.942,5.124
2024-12-24,15:00:00,511880.SS,Âò,-,300.000,101.578,24.379
2024-12-25,15:00:00,511880.SS,Âô,-,300.000,101.585,24.380
2024-12-25,15:00:00,159819.SZ,Âò,-,7500.000,0.939,5.634
2024-12-25,15:00:00,512480.SS,Âò,-,6100.000,1.048,5.114
2024-12-25,15:00:00,512880.SS,Âò,-,6400.000,1.201,6.149
2024-12-25,15:00:00,518880.SS,Âò,-,1600.000,5.936,7.598
2024-12-25,15:00:00,588000.SS,Âò,-,6300.000,1.072,5.403
2024-12-26,15:00:00,159819.SZ,Âô,-,2800.000,0.968,5.000
2024-12-26,15:00:00,512480.SS,Âô,-,2200.000,1.068,5.000
2024-12-26,15:00:00,512880.SS,Âô,-,2400.000,1.204,5.000
2024-12-26,15:00:00,518880.SS,Âô,-,500.000,5.940,5.000
2024-12-26,15:00:00,588000.SS,Âô,-,1800.000,1.081,5.000
2025-01-02,15:00:00,512880.SS,Âô,-,3900.000,1.106,5.000
2025-01-02,15:00:00,588000.SS,Âô,-,4500.000,1.009,5.000
2025-01-02,15:00:00,512480.SS,Âô,-,3900.000,0.964,5.000
2025-01-02,15:00:00,518880.SS,Âô,-,1100.000,5.977,5.260
2025-01-02,15:00:00,159819.SZ,Âô,-,4700.000,0.873,5.000
2025-01-02,15:00:00,511880.SS,Âò,-,300.000,100.071,24.017
2025-01-03,15:00:00,512880.SS,Âô,-,100.000,1.076,5.000
2025-02-10,15:00:00,511880.SS,Âô,-,400.000,100.196,32.063
2025-02-10,15:00:00,159819.SZ,Âò,-,8900.000,1.006,7.163
2025-02-10,15:00:00,512480.SS,Âò,-,7600.000,1.074,6.530
2025-02-10,15:00:00,518880.SS,Âò,-,1800.000,6.518,9.386
2025-02-10,15:00:00,562500.SS,Âò,-,8800.000,0.906,6.378
2025-02-10,15:00:00,588000.SS,Âò,-,9200.000,1.094,8.052
2025-02-25,15:00:00,159819.SZ,Âô,-,2400.000,1.080,5.000
2025-02-25,15:00:00,512480.SS,Âô,-,1300.000,1.151,5.000
2025-02-25,15:00:00,518880.SS,Âô,-,300.000,6.582,5.000
2025-02-25,15:00:00,562500.SS,Âô,-,2500.000,1.014,5.000
2025-02-25,15:00:00,588000.SS,Âô,-,1500.000,1.162,5.000
2025-02-26,15:00:00,159819.SZ,Âô,-,2400.000,1.092,5.000
2025-02-26,15:00:00,512480.SS,Âô,-,2400.000,1.171,5.000
2025-02-26,15:00:00,518880.SS,Âô,-,500.000,6.519,5.000
2025-02-26,15:00:00,562500.SS,Âô,-,2400.000,1.028,5.000
2025-02-26,15:00:00,588000.SS,Âô,-,3000.000,1.186,5.000
2025-02-26,15:00:00,511880.SS,Âò,-,200.000,100.249,16.040
2025-03-04,15:00:00,562500.SS,Âô,-,3900.000,0.956,5.000
2025-03-04,15:00:00,588000.SS,Âô,-,4700.000,1.139,5.000
2025-03-04,15:00:00,512480.SS,Âô,-,3900.000,1.123,5.000
2025-03-04,15:00:00,518880.SS,Âô,-,1000.000,6.499,5.199
2025-03-04,15:00:00,159819.SZ,Âô,-,4100.000,1.016,5.000
2025-03-04,15:00:00,511880.SS,Âò,-,200.000,100.281,16.045
2025-03-26,15:00:00,511880.SS,Âô,-,100.000,100.378,8.030
2025-03-26,15:00:00,510300.SS,Âò,-,1500.000,4.013,5.000
2025-03-26,15:00:00,512480.SS,Âò,-,2600.000,1.052,5.000
2025-03-26,15:00:00,512800.SS,Âò,-,4000.000,1.517,5.000
2025-03-26,15:00:00,518880.SS,Âò,-,600.000,6.795,5.000
2025-03-26,15:00:00,588000.SS,Âò,-,100.000,1.081,5.000
2025-03-27,15:00:00,510300.SS,Âô,-,1500.000,4.027,5.000
2025-03-27,15:00:00,518880.SS,Âò,-,200.000,6.812,5.000
2025-03-27,15:00:00,563300.SS,Âò,-,4000.000,1.110,5.000
2025-03-27,15:00:00,588000.SS,Âò,-,200.000,1.092,5.000
2025-04-01,15:00:00,563300.SS,Âô,-,3900.000,1.092,5.000
2025-04-01,15:00:00,588000.SS,Âô,-,300.000,1.076,5.000
2025-04-01,15:00:00,512800.SS,Âô,-,4000.000,1.515,5.000
2025-04-01,15:00:00,512480.SS,Âô,-,2600.000,1.050,5.000
2025-04-01,15:00:00,518880.SS,Âô,-,800.000,7.056,5.000
2025-04-01,15:00:00,511880.SS,Âò,-,100.000,100.391,8.031
2025-04-02,15:00:00,511880.SS,Âô,-,100.000,100.399,8.032
2025-04-02,15:00:00,512480.SS,Âò,-,3600.000,1.047,5.000
2025-04-02,15:00:00,512800.SS,Âò,-,3900.000,1.528,5.000
2025-04-02,15:00:00,518880.SS,Âò,-,800.000,7.029,5.000
2025-04-02,15:00:00,563300.SS,Âò,-,3300.000,1.095,5.000
2025-04-03,15:00:00,563300.SS,Âô,-,3400.000,1.082,5.000
2025-04-03,15:00:00,511880.SS,Âô,-,200.000,100.404,16.065
2025-04-03,15:00:00,512480.SS,Âò,-,2800.000,1.041,5.000
2025-04-03,15:00:00,512800.SS,Âò,-,2400.000,1.533,5.000
2025-04-03,15:00:00,518880.SS,Âò,-,500.000,7.094,5.000
2025-04-03,15:00:00,562500.SS,Âò,-,5900.000,0.883,5.000
2025-04-03,15:00:00,588000.SS,Âò,-,7000.000,1.068,5.981
2025-04-07,15:00:00,562500.SS,Âô,-,5900.000,0.795,5.000
2025-04-07,15:00:00,588000.SS,Âô,-,7000.000,0.970,5.432
2025-04-07,15:00:00,512800.SS,Âô,-,6300.000,1.485,7.484
2025-04-07,15:00:00,512480.SS,Âô,-,6400.000,0.944,5.000
2025-04-07,15:00:00,518880.SS,Âô,-,1300.000,6.877,7.152
2025-04-07,15:00:00,511880.SS,Âò,-,300.000,100.395,24.095
2025-05-15,15:00:00,511880.SS,Âô,-,100.000,100.524,8.042
2025-05-15,15:00:00,512480.SS,Âò,-,4400.000,1.025,5.000
2025-05-15,15:00:00,512800.SS,Âò,-,3600.000,1.615,5.000
2025-05-15,15:00:00,518880.SS,Âò,-,500.000,7.062,5.000
2025-05-15,15:00:00,562500.SS,Âò,-,3100.000,0.868,5.000
2025-05-16,15:00:00,562500.SS,Âô,-,3100.000,0.872,5.000
2025-05-16,15:00:00,512800.SS,Âô,-,3600.000,1.601,5.000
2025-05-16,15:00:00,512480.SS,Âô,-,4400.000,1.023,5.000
2025-05-16,15:00:00,518880.SS,Âô,-,500.000,7.177,5.000
2025-05-16,15:00:00,511880.SS,Âò,-,100.000,100.528,8.042
2025-05-21,15:00:00,511880.SS,Âô,-,100.000,100.535,8.043
2025-05-21,15:00:00,512480.SS,Âò,-,4500.000,1.022,5.000
2025-05-21,15:00:00,512800.SS,Âò,-,3300.000,1.612,5.000
2025-05-21,15:00:00,518880.SS,Âò,-,400.000,7.439,5.000
2025-05-21,15:00:00,563300.SS,Âò,-,3300.000,1.101,5.000
2025-05-22,15:00:00,512800.SS,Âô,-,3300.000,1.626,5.000
2025-05-22,15:00:00,518880.SS,Âô,-,400.000,7.450,5.000
2025-05-22,15:00:00,563300.SS,Âô,-,3300.000,1.088,5.000
2025-05-22,15:00:00,512480.SS,Âô,-,4500.000,1.017,5.000
2025-05-22,15:00:00,511880.SS,Âò,-,100.000,100.543,8.043
2025-07-07,15:00:00,511880.SS,Âô,-,100.000,100.693,8.055
2025-07-07,15:00:00,510300.SS,Âò,-,1400.000,4.014,5.000
2025-07-07,15:00:00,512100.SS,Âò,-,1700.000,2.550,5.000
2025-07-07,15:00:00,512800.SS,Âò,-,4100.000,0.894,5.000
2025-07-07,15:00:00,518880.SS,Âò,-,300.000,7.355,5.000
2025-07-07,15:00:00,563300.SS,Âò,-,500.000,1.151,5.000
2025-07-15,15:00:00,518880.SS,Âô,-,300.000,7.436,5.000
2025-07-15,15:00:00,510500.SS,Âò,-,300.000,6.077,5.000
2025-07-15,15:00:00,563300.SS,Âò,-,400.000,1.171,5.000
2025-07-16,15:00:00,511880.SS,Âô,-,200.000,100.715,16.114
2025-07-16,15:00:00,510300.SS,Âò,-,900.000,4.069,5.000
2025-07-16,15:00:00,510500.SS,Âò,-,1100.000,6.076,5.347
2025-07-16,15:00:00,512100.SS,Âò,-,1200.000,2.609,5.000
2025-07-16,15:00:00,512800.SS,Âò,-,1900.000,0.882,5.000
2025-07-16,15:00:00,563300.SS,Âò,-,4200.000,1.177,5.000
2025-07-17,15:00:00,511880.SS,Âô,-,100.000,100.718,8.057
2025-07-17,15:00:00,510300.SS,Âò,-,600.000,4.102,5.000
2025-07-17,15:00:00,510500.SS,Âò,-,400.000,6.146,5.000
2025-07-17,15:00:00,512100.SS,Âò,-,700.000,2.640,5.000
2025-07-17,15:00:00,512800.SS,Âò,-,1500.000,0.879,5.000
2025-07-17,15:00:00,563300.SS,Âò,-,1600.000,1.190,5.000
2025-07-23,15:00:00,512800.SS,Âô,-,7500.000,0.872,5.232
2025-07-23,15:00:00,510500.SS,Âô,-,300.000,6.270,5.000
2025-07-23,15:00:00,512100.SS,Âô,-,400.000,2.674,5.000
2025-07-23,15:00:00,518880.SS,Âò,-,1200.000,7.548,7.246
2025-07-24,15:00:00,510500.SS,Âô,-,1500.000,6.363,7.636
2025-07-24,15:00:00,512100.SS,Âò,-,300.000,2.710,5.000
2025-07-24,15:00:00,512800.SS,Âò,-,6900.000,0.859,5.000
2025-07-24,15:00:00,518880.SS,Âò,-,400.000,7.424,5.000
2025-07-25,15:00:00,512800.SS,Âô,-,6900.000,0.858,5.000
2025-07-25,15:00:00,510500.SS,Âò,-,900.000,6.365,5.000
2025-07-28,15:00:00,512100.SS,Âô,-,400.000,2.716,5.000
2025-07-28,15:00:00,510500.SS,Âò,-,200.000,6.391,5.000
2025-07-30,15:00:00,518880.SS,Âô,-,1600.000,7.377,9.443
2025-07-30,15:00:00,510500.SS,Âò,-,500.000,6.389,5.000
2025-07-30,15:00:00,512010.SS,Âò,-,15400.000,0.424,5.224
2025-07-30,15:00:00,512100.SS,Âò,-,500.000,2.714,5.000
2025-07-30,15:00:00,563300.SS,Âò,-,800.000,1.213,5.000
2025-07-31,15:00:00,511880.SS,Âô,-,200.000,100.774,16.124
2025-07-31,15:00:00,510300.SS,Âò,-,1400.000,4.155,5.000
2025-07-31,15:00:00,510500.SS,Âò,-,800.000,6.297,5.000
2025-07-31,15:00:00,512010.SS,Âò,-,7900.000,0.416,5.000
2025-07-31,15:00:00,512100.SS,Âò,-,1800.000,2.695,5.000
2025-07-31,15:00:00,563300.SS,Âò,-,900.000,1.203,5.000
2025-08-01,15:00:00,510300.SS,Âô,-,4300.000,4.133,14.218
2025-08-01,15:00:00,512010.SS,Âô,-,23300.000,0.409,7.624
2025-08-01,15:00:00,510500.SS,Âô,-,700.000,6.287,5.000
2025-08-01,15:00:00,512100.SS,Âô,-,1700.000,2.693,5.000
2025-08-01,15:00:00,511880.SS,Âò,-,100.000,100.798,8.064
2025-08-01,15:00:00,512800.SS,Âò,-,8000.000,0.853,5.459
2025-08-01,15:00:00,518880.SS,Âò,-,1600.000,7.352,9.411
2025-08-05,15:00:00,563300.SS,Âô,-,1000.000,1.240,5.000
2025-08-11,15:00:00,512800.SS,Âô,-,8000.000,0.863,5.523
2025-08-11,15:00:00,512400.SS,Âò,-,4500.000,1.305,5.000
2025-08-15,15:00:00,510500.SS,Âô,-,1700.000,6.658,9.055
2025-08-15,15:00:00,510300.SS,Âò,-,2800.000,4.295,9.621
2025-08-18,15:00:00,510300.SS,Âô,-,2800.000,4.327,9.692
2025-08-18,15:00:00,510500.SS,Âò,-,1500.000,6.748,8.098
2025-08-20,15:00:00,512400.SS,Âô,-,4500.000,1.356,5.000
2025-08-20,15:00:00,511880.SS,Âô,-,100.000,100.817,8.065
2025-08-20,15:00:00,510300.SS,Âò,-,4200.000,4.364,14.663
2025-08-20,15:00:00,510500.SS,Âò,-,300.000,6.824,5.000
2025-08-20,15:00:00,512100.SS,Âò,-,300.000,2.958,5.000
2025-08-20,15:00:00,518880.SS,Âò,-,800.000,7.374,5.000
2025-08-22,15:00:00,518880.SS,Âô,-,2400.000,7.378,14.166
2025-08-22,15:00:00,510300.SS,Âô,-,1400.000,4.479,5.016
2025-08-22,15:00:00,510500.SS,Âô,-,200.000,6.915,5.000
2025-08-22,15:00:00,512100.SS,Âô,-,700.000,2.982,5.000
2025-08-22,15:00:00,511880.SS,Âò,-,100.000,100.833,8.067
2025-08-22,15:00:00,512400.SS,Âò,-,5100.000,1.368,5.581
2025-08-25,15:00:00,512400.SS,Âô,-,5100.000,1.446,5.900
2025-08-25,15:00:00,159915.SZ,Âò,-,2500.000,2.737,5.474
2025-08-28,15:00:00,510300.SS,Âô,-,2800.000,4.559,10.212
2025-08-28,15:00:00,159819.SZ,Âò,-,4400.000,1.478,5.203
2025-08-28,15:00:00,159915.SZ,Âò,-,400.000,2.806,5.000
2025-08-28,15:00:00,512100.SS,Âò,-,400.000,3.009,5.000
2025-08-28,15:00:00,563300.SS,Âò,-,1300.000,1.312,5.000
2025-09-01,15:00:00,563300.SS,Âô,-,8700.000,1.325,9.222
2025-09-01,15:00:00,510500.SS,Âò,-,100.000,7.206,5.000
2025-09-01,15:00:00,512100.SS,Âò,-,300.000,3.038,5.000
2025-09-01,15:00:00,512400.SS,Âò,-,6100.000,1.533,7.481
2025-09-03,15:00:00,510500.SS,Âô,-,1700.000,6.940,9.438
2025-09-03,15:00:00,563300.SS,Âò,-,9700.000,1.272,9.871
2025-09-05,15:00:00,512100.SS,Âô,-,4000.000,2.929,9.373
2025-09-05,15:00:00,518880.SS,Âò,-,1500.000,7.775,9.330
2025-09-08,15:00:00,518880.SS,Âô,-,1500.000,7.847,9.416
2025-09-08,15:00:00,512100.SS,Âò,-,4200.000,2.953,9.922
2025-09-09,15:00:00,512100.SS,Âô,-,4200.000,2.919,9.808
2025-09-09,15:00:00,510500.SS,Âò,-,1700.000,7.006,9.528
2025-09-10,15:00:00,563300.SS,Âô,-,9700.000,1.291,10.018
2025-09-10,15:00:00,518880.SS,Âò,-,1500.000,7.947,9.536
2025-09-11,15:00:00,510500.SS,Âô,-,1700.000,7.224,9.825
2025-09-11,15:00:00,512980.SS,Âò,-,11300.000,1.034,9.347
2025-09-12,15:00:00,512400.SS,Âô,-,6100.000,1.562,7.623
2025-09-12,15:00:00,563300.SS,Âò,-,9500.000,1.309,9.948
2025-09-15,15:00:00,563300.SS,Âô,-,9500.000,1.305,9.918
2025-09-15,15:00:00,512400.SS,Âò,-,6500.000,1.535,7.982
2025-09-17,15:00:00,512400.SS,Âô,-,6500.000,1.518,7.894
2025-09-17,15:00:00,512980.SS,Âô,-,1400.000,1.064,5.000
2025-09-17,15:00:00,563300.SS,Âò,-,9500.000,1.330,10.108
2025-09-18,15:00:00,518880.SS,Âô,-,1500.000,7.862,9.434
2025-09-18,15:00:00,512100.SS,Âò,-,4100.000,3.017,9.896
2025-09-22,15:00:00,563300.SS,Âô,-,9500.000,1.314,9.986
2025-09-22,15:00:00,510500.SS,Âò,-,1700.000,7.318,9.952
2025-09-30,15:00:00,512980.SS,Âô,-,9900.000,1.057,8.371
2025-09-30,15:00:00,159915.SZ,Âô,-,300.000,3.217,5.000
2025-09-30,15:00:00,563300.SS,Âò,-,9000.000,1.305,9.396
2025-10-10,15:00:00,563300.SS,Âô,-,9000.000,1.305,9.396
2025-10-10,15:00:00,159819.SZ,Âò,-,700.000,1.483,5.000
2025-10-10,15:00:00,159915.SZ,Âò,-,500.000,3.095,5.000
2025-10-10,15:00:00,512480.SS,Âò,-,5100.000,1.524,6.218
2025-10-13,15:00:00,512480.SS,Âô,-,5100.000,1.557,6.353
2025-10-13,15:00:00,512400.SS,Âò,-,5000.000,1.799,7.196
2025-10-14,15:00:00,512400.SS,Âô,-,5000.000,1.728,6.912
2025-10-14,15:00:00,588000.SS,Âò,-,5300.000,1.481,6.279
2025-10-15,15:00:00,512100.SS,Âô,-,4100.000,3.026,9.925
2025-10-15,15:00:00,518880.SS,Âò,-,1300.000,9.187,9.554
2025-10-16,15:00:00,510500.SS,Âô,-,1700.000,7.336,9.977
2025-10-16,15:00:00,159819.SZ,Âò,-,700.000,1.423,5.000
2025-10-16,15:00:00,159915.SZ,Âò,-,300.000,3.014,5.000
2025-10-16,15:00:00,512400.SS,Âò,-,5700.000,1.704,7.770
2025-10-17,15:00:00,159915.SZ,Âô,-,3400.000,2.915,7.929
2025-10-17,15:00:00,159819.SZ,Âò,-,800.000,1.383,5.000
2025-10-17,15:00:00,512480.SS,Âò,-,5800.000,1.423,6.603
2025-10-17,15:00:00,588000.SS,Âò,-,1200.000,1.433,5.000
2025-10-20,15:00:00,588000.SS,Âô,-,6500.000,1.437,7.472
2025-10-20,15:00:00,159819.SZ,Âô,-,1400.000,1.408,5.000
2025-10-20,15:00:00,512400.SS,Âô,-,1100.000,1.648,5.000
2025-10-20,15:00:00,512480.SS,Âô,-,1400.000,1.433,5.000
2025-10-20,15:00:00,518880.SS,Âô,-,200.000,9.268,5.000
2025-10-20,15:00:00,159915.SZ,Âò,-,2900.000,2.971,6.893
2025-10-20,15:00:00,511880.SS,Âò,-,100.000,101.033,8.083
2025-10-21,15:00:00,512480.SS,Âô,-,4400.000,1.473,5.185
2025-10-21,15:00:00,159819.SZ,Âô,-,900.000,1.471,5.000
2025-10-21,15:00:00,159915.SZ,Âô,-,400.000,3.062,5.000
2025-10-21,15:00:00,512400.SS,Âô,-,700.000,1.674,5.000
2025-10-21,15:00:00,510500.SS,Âò,-,1300.000,7.280,7.571
2025-10-22,15:00:00,159819.SZ,Âò,-,900.000,1.473,5.000
2025-10-22,15:00:00,159915.SZ,Âò,-,500.000,3.039,5.000
2025-10-22,15:00:00,510500.SS,Âò,-,400.000,7.224,5.000
2025-10-22,15:00:00,512400.SS,Âò,-,900.000,1.652,5.000
2025-10-22,15:00:00,518880.SS,Âò,-,200.000,9.101,5.000
2025-10-23,15:00:00,510500.SS,Âô,-,1700.000,7.249,9.859
2025-10-23,15:00:00,159819.SZ,Âô,-,900.000,1.461,5.000
2025-10-23,15:00:00,159915.SZ,Âô,-,500.000,3.038,5.000
2025-10-23,15:00:00,512400.SS,Âô,-,1000.000,1.671,5.000
2025-10-23,15:00:00,518880.SS,Âô,-,100.000,8.994,5.000
2025-10-23,15:00:00,512100.SS,Âò,-,3300.000,2.960,7.814
2025-10-24,15:00:00,512100.SS,Âô,-,3300.000,3.008,7.941
2025-10-24,15:00:00,510500.SS,Âò,-,1300.000,7.369,7.664
2025-10-27,15:00:00,159915.SZ,Âò,-,400.000,3.209,5.000
2025-10-27,15:00:00,510500.SS,Âò,-,300.000,7.478,5.000
2025-10-27,15:00:00,512400.SS,Âò,-,700.000,1.741,5.000
2025-10-27,15:00:00,518880.SS,Âò,-,200.000,8.914,5.000
2025-10-28,15:00:00,518880.SS,Âô,-,1400.000,8.597,9.629
2025-10-28,15:00:00,159819.SZ,Âò,-,1500.000,1.569,5.000
2025-10-28,15:00:00,159915.SZ,Âò,-,500.000,3.205,5.000
2025-10-28,15:00:00,512400.SS,Âò,-,900.000,1.686,5.000
2025-10-28,15:00:00,512480.SS,Âò,-,5200.000,1.551,6.452
2025-10-29,15:00:00,512480.SS,Âô,-,5200.000,1.555,6.469
2025-10-29,15:00:00,159915.SZ,Âô,-,500.000,3.300,5.000
2025-10-29,15:00:00,512400.SS,Âô,-,1000.000,1.764,5.000
2025-10-29,15:00:00,512100.SS,Âò,-,4100.000,3.066,10.056
2025-10-31,15:00:00,512100.SS,Âô,-,4100.000,3.037,9.961
2025-10-31,15:00:00,159915.SZ,Âò,-,400.000,3.166,5.000
2025-10-31,15:00:00,516160.SS,Âò,-,3200.000,2.927,7.493
2025-11-05,15:00:00,510500.SS,Âô,-,1600.000,7.330,9.382
2025-11-05,15:00:00,512100.SS,Âò,-,4000.000,3.023,9.674
2025-11-06,15:00:00,512100.SS,Âô,-,4000.000,3.057,9.782
2025-11-06,15:00:00,518880.SS,Âò,-,1400.000,8.755,9.806
2025-11-07,15:00:00,516160.SS,Âô,-,3200.000,3.083,7.892
2025-11-07,15:00:00,510300.SS,Âò,-,2600.000,4.795,9.974
2025-11-10,15:00:00,510300.SS,Âô,-,2600.000,4.807,9.999
2025-11-10,15:00:00,516160.SS,Âò,-,3000.000,3.063,7.351
2025-11-11,15:00:00,516160.SS,Âô,-,3000.000,3.039,7.294
